2256@498@0@2@89@23@29@Did you accept Euphy's future from the standpoint of a public official as well?
2257@498@0@2@42@30@34@Did you accept Euphy's future from the standpoint of a public official as well?
2258@498@0@2@6@35@38@Did you accept Euphy's future from the standpoint of a public official as well?
2259@498@0@2@735@39@49@Did you accept Euphy's future from the standpoint of a public official as well?
2260@498@0@2@13@50@52@Did you accept Euphy's future from the standpoint of a public official as well?
2261@498@0@2@75@53@54@Did you accept Euphy's future from the standpoint of a public official as well?
2262@498@0@2@624@55@61@Did you accept Euphy's future from the standpoint of a public official as well?
2263@498@0@2@736@62@70@Did you accept Euphy's future from the standpoint of a public official as well?
2264@498@0@2@135@71@73@Did you accept Euphy's future from the standpoint of a public official as well?
2265@498@0@2@229@74@78@Did you accept Euphy's future from the standpoint of a public official as well?
2266@499@0@2@6@0@3@The Nippon special zone... It doesn't sound that bad.
2267@499@0@2@696@4@10@The Nippon special zone... It doesn't sound that bad.
2268@499@0@2@592@11@18@The Nippon special zone... It doesn't sound that bad.
2269@499@0@2@441@19@23@The Nippon special zone... It doesn't sound that bad.
2270@499@0@2@24@27@29@The Nippon special zone... It doesn't sound that bad.
2271@499@0@2@220@30@37@The Nippon special zone... It doesn't sound that bad.
2272@499@0@2@737@38@43@The Nippon special zone... It doesn't sound that bad.
2273@499@0@2@11@44@48@The Nippon special zone... It doesn't sound that bad.
2274@499@0@2@294@49@52@The Nippon special zone... It doesn't sound that bad.
2275@500@0@2@32@0@4@Will the Japan they hand over have any value?
2276@500@0@2@6@5@8@Will the Japan they hand over have any value?
2277@500@0@2@236@9@14@Will the Japan they hand over have any value?
2278@500@0@2@0@15@19@Will the Japan they hand over have any value?
2279@500@0@2@738@20@24@Will the Japan they hand over have any value?
2280@500@0@2@514@25@29@Will the Japan they hand over have any value?
2281@500@0@2@2@30@34@Will the Japan they hand over have any value?
2282@500@0@2@310@35@38@Will the Japan they hand over have any value?
2283@500@0@2@739@39@44@Will the Japan they hand over have any value?
2284@501@0@2@9@0@4@This concession came as a result of our resistance activities.
2285@501@0@2@740@5@15@This concession came as a result of our resistance activities.
2286@501@0@2@62@16@20@This concession came as a result of our resistance activities.
2287@501@0@2@135@21@23@This concession came as a result of our resistance activities.
2288@501@0@2@75@24@25@This concession came as a result of our resistance activities.
2289@501@0@2@741@26@32@This concession came as a result of our resistance activities.
2290@501@0@2@13@33@35@This concession came as a result of our resistance activities.
2291@501@0@2@81@36@39@This concession came as a result of our resistance activities.
2292@501@0@2@742@40@50@This concession came as a result of our resistance activities.
2293@501@0@2@743@51@61@This concession came as a result of our resistance activities.
2294@502@0@2@195@0@3@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2295@502@0@2@37@4@5@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2296@502@0@2@744@6@10@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2297@502@0@2@745@11@20@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2298@502@0@2@11@21@25@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2299@502@0@2@19@26@29@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2300@502@0@2@128@30@34@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2301@502@0@2@746@35@43@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2302@502@0@2@75@44@45@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2303@502@0@2@747@46@54@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2304@502@0@2@22@58@60@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2305@502@0@2@6@61@64@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2306@502@0@2@592@65@72@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2307@502@0@2@441@73@77@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2308@502@0@2@748@78@87@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2309@502@0@2@6@88@91@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2310@502@0@2@749@92@102@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2311@502@0@2@750@103@109@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2312@502@0@2@751@110@116@Did I hear correctly that you were promised a position... in the special zone involving the Sakuradite mining rights?
2313@503@0@2@752@0@7@Nothing to be suspicious of.
2314@503@0@2@35@8@10@Nothing to be suspicious of.
2315@503@0@2@33@11@13@Nothing to be suspicious of.
2316@503@0@2@753@14@24@Nothing to be suspicious of.
2317@503@0@2@13@25@27@Nothing to be suspicious of.
2318@504@0@2@93@0@4@It's just a request to participate in the ceremony.
2319@504@0@2@154@5@9@It's just a request to participate in the ceremony.
2320@504@0@2@75@10@11@It's just a request to participate in the ceremony.
2321@504@0@2@374@12@19@It's just a request to participate in the ceremony.
2322@504@0@2@35@20@22@It's just a request to participate in the ceremony.
2323@504@0@2@754@23@34@It's just a request to participate in the ceremony.
2324@504@0@2@22@35@37@It's just a request to participate in the ceremony.
2325@504@0@2@6@38@41@It's just a request to participate in the ceremony.
2326@504@0@2@755@42@50@It's just a request to participate in the ceremony.
2327@505@0@2@756@0@6@Clever excuse... How dare you...
2328@505@0@2@757@7@13@Clever excuse... How dare you...
2329@505@0@2@101@17@20@Clever excuse... How dare you...
2330@505@0@2@758@21@25@Clever excuse... How dare you...
2331@505@0@2@19@26@29@Clever excuse... How dare you...
2332@506@0@2@113@0@4@What about the Black Knights?
2333@506@0@2@193@5@10@What about the Black Knights?
2334@506@0@2@6@11@14@What about the Black Knights?
2335@506@0@2@759@15@20@What about the Black Knights?
2336@506@0@2@760@21@28@What about the Black Knights?
2337@507@0@2@93@0@4@It's not just supporters. Some of our own members have applied to the special zone!
2338@507@0@2@94@5@8@It's not just supporters. Some of our own members have applied to the special zone!
2339@507@0@2@154@9@13@It's not just supporters. Some of our own members have applied to the special zone!
2340@507@0@2@761@14@24@It's not just supporters. Some of our own members have applied to the special zone!
2341@507@0@2@669@26@30@It's not just supporters. Some of our own members have applied to the special zone!
2342@507@0@2@13@31@33@It's not just supporters. Some of our own members have applied to the special zone!
2343@507@0@2@81@34@37@It's not just supporters. Some of our own members have applied to the special zone!
2344@507@0@2@108@38@41@It's not just supporters. Some of our own members have applied to the special zone!
2345@507@0@2@762@42@49@It's not just supporters. Some of our own members have applied to the special zone!
2346@507@0@2@2@50@54@It's not just supporters. Some of our own members have applied to the special zone!
2347@507@0@2@694@55@62@It's not just supporters. Some of our own members have applied to the special zone!
2348@507@0@2@35@63@65@It's not just supporters. Some of our own members have applied to the special zone!
2349@507@0@2@6@66@69@It's not just supporters. Some of our own members have applied to the special zone!
2350@507@0@2@592@70@77@It's not just supporters. Some of our own members have applied to the special zone!
2351@507@0@2@441@78@82@It's not just supporters. Some of our own members have applied to the special zone!
2352@508@0@2@402@0@6@What's up with that? !
2353@508@0@2@51@7@9@What's up with that? !
2354@508@0@2@85@10@14@What's up with that? !
2355@508@0@2@11@15@19@What's up with that? !
2356@509@0@2@445@0@8@Probably 'cuz they're offering equality.
2357@509@0@2@763@10@13@Probably 'cuz they're offering equality.
2358@509@0@2@764@14@21@Probably 'cuz they're offering equality.
2359@509@0@2@765@22@30@Probably 'cuz they're offering equality.
2360@509@0@2@766@31@39@Probably 'cuz they're offering equality.
2361@510@0@2@127@0@2@We can't just take their word for it!
2362@510@0@2@596@3@8@We can't just take their word for it!
2363@510@0@2@154@9@13@We can't just take their word for it!
2364@510@0@2@373@14@18@We can't just take their word for it!
2365@510@0@2@317@19@24@We can't just take their word for it!
2366@510@0@2@767@25@29@We can't just take their word for it!
2367@510@0@2@74@30@33@We can't just take their word for it!
2368@510@0@2@24@34@36@We can't just take their word for it!
2369@511@0@2@57@0@3@But unless we decide how to respond to this quickly...
2370@511@0@2@768@4@10@But unless we decide how to respond to this quickly...
2371@511@0@2@127@11@13@But unless we decide how to respond to this quickly...
2372@511@0@2@769@14@20@But unless we decide how to respond to this quickly...
2373@511@0@2@101@21@24@But unless we decide how to respond to this quickly...
2374@511@0@2@35@25@27@But unless we decide how to respond to this quickly...
2375@511@0@2@770@28@35@But unless we decide how to respond to this quickly...
2376@511@0@2@35@36@38@But unless we decide how to respond to this quickly...
2377@511@0@2@9@39@43@But unless we decide how to respond to this quickly...
2378@511@0@2@102@44@51@But unless we decide how to respond to this quickly...
2379@512@0@2@19@0@3@You want to apply to the special zone?
2380@512@0@2@259@4@8@You want to apply to the special zone?
2381@512@0@2@35@9@11@You want to apply to the special zone?
2382@512@0@2@771@12@17@You want to apply to the special zone?
2383@512@0@2@35@18@20@You want to apply to the special zone?
2384@512@0@2@6@21@24@You want to apply to the special zone?
2385@512@0@2@592@25@32@You want to apply to the special zone?
2386@512@0@2@441@33@37@You want to apply to the special zone?
2387@513@0@2@153@0@3@can we trust their promises?
2388@513@0@2@127@4@6@can we trust their promises?
2389@513@0@2@772@7@12@can we trust their promises?
2390@513@0@2@317@13@18@can we trust their promises?
2391@513@0@2@773@19@27@can we trust their promises?
2392@514@0@2@131@0@6@that's... they'll force us to disarm.
2393@514@0@2@774@10@17@that's... they'll force us to disarm.
2394@514@0@2@775@18@23@that's... they'll force us to disarm.
2395@514@0@2@228@24@26@that's... they'll force us to disarm.
2396@514@0@2@35@27@29@that's... they'll force us to disarm.
2397@514@0@2@776@30@36@that's... they'll force us to disarm.
2398@515@0@2@197@0@3@And we'll get swallowed up in their regime and lose our independence.
2399@515@0@2@577@4@9@And we'll get swallowed up in their regime and lose our independence.
2400@515@0@2@117@10@13@And we'll get swallowed up in their regime and lose our independence.
2401@515@0@2@777@14@23@And we'll get swallowed up in their regime and lose our independence.
2402@515@0@2@51@24@26@And we'll get swallowed up in their regime and lose our independence.
2403@515@0@2@22@27@29@And we'll get swallowed up in their regime and lose our independence.
2404@515@0@2@317@30@35@And we'll get swallowed up in their regime and lose our independence.
2405@515@0@2@778@36@42@And we'll get swallowed up in their regime and lose our independence.
